timestamp	tweet_id	set	ambiguous	notserious_unclear	focus	type	category	category2	main_category	about_suicide
1/13/14 12:43 AM	422529424786206720	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
12/8/15 3:20 AM	674066017765593088	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
3/31/17 5:00 PM	847856182828175360	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
9/30/15 6:17 PM	649256803620945920	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
12/22/14 9:31 PM	547127191176093696	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
2013-11-26 17:22:58	405371108683042816	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
10/6/18 3:30 PM	1048566119102128128	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
1/24/17 10:17 AM	823822125353971712	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
9/1/18 2:25 PM	1035866333005733888	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
7/13/09 7:16 PM	2618902379	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
11/16/18 11:39 PM	1063577267647991808	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
3/11/16 10:28 PM	708404188166934528	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
8/15/15 5:48 PM	632579615945584640	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
5/22/15 2:12 AM	601541099836952576	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
9/23/17 1:11 AM	911367318512467968	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
6/16/13 6:39 PM	346306005832974336	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
12/15/11 11:31 PM	147458777594073088	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
8/30/18 11:35 PM	1035310171004829696	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
10/31/19 12:46 PM	1189886241220771840	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
4/8/19 5:23 PM	1115304254829256704	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2019-12-15 16:42:58	1206238224873644032	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2013-04-22 05:33:16	326176854753038336	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
1/7/19 1:38 PM	1082270371842187264	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
1/1/13 11:52 PM	286258722257383424	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
12/2/17 5:06 PM	937005107232886784	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
11/2/19 9:55 AM	1190553005021712384	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
5/8/17 9:32 AM	861514205500977152	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
5/19/20 4:21 AM	1262569045280411648	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
7/15/14 11:01 PM	489152773032640512	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
4/4/17 9:10 PM	849338418710683648	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2/24/19 3:57 PM	1099699906485334016	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
9/16/18 1:40 AM	1041139646175031296	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
4/21/19 3:49 PM	1119991517798653952	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2013-04-14 08:47:38	323326664744529920	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
7/16/19 12:08 PM	1151101242942349312	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
7/8/19 1:27 PM	1148222068791619584	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
8/28/18 9:55 AM	1034348823810732032	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
5/23/15 6:03 AM	601961634798641152	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
3/29/17 11:05 PM	847193115215634432	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
7/11/16 6:52 PM	752546129510801408	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
5/3/13 1:56 AM	330108570421043200	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
11/4/10 12:29 AM	29622394844	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2/8/20 3:26 AM	1225969159382564864	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
9/27/13 10:54 PM	383726336910438400	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
10/8/15 8:49 AM	652043228963704832	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2013-03-22 13:04:37	315071516628905984	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
8/25/15 5:10 AM	636012780374638592	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
1/9/14 4:15 PM	421299212899213312	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
4/13/12 9:40 PM	190917373782528000	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
3/6/15 8:56 AM	573753986425167872	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2019-08-28 21:28:06	1166794604341018624	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2020-03-30 02:51:21	1244426956826968064	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2019-05-07 07:01:51	1125626776351322112	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2015-11-29 06:48:21	670841706040926208	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
7/7/17 10:15 PM	883419280896921600	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
6/1/17 5:41 AM	870153299311431680	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
7/5/18 8:28 AM	1014788077804490752	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
4/1/17 10:28 AM	848089649037717504	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
2/4/19 4:43 PM	1092463604220211200	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
6/9/18 2:46 PM	1005461235851071488	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2014-04-19 01:50:35	457305222113538048	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
3/4/12 6:23 PM	176372431869591552	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
8/4/15 3:15 PM	628554885437460480	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
1/29/13 11:19 AM	296216050339557376	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2/13/19 11:30 PM	1095812458709696512	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
3/6/19 9:06 AM	1103205244324990976	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
4/5/13 2:21 AM	319967962280914944	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
3/17/20 12:57 AM	1239702434857005056	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
5/5/18 9:46 AM	992671947879305216	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
11/19/18 5:09 PM	1064566391515373568	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
10/23/13 1:40 AM	392797749386956800	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
4/30/18 8:56 AM	990877561986142208	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2019-11-12 04:34:13	1194096029391564800	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
11/1/13 9:02 PM	396366678365601792	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
7/7/17 8:45 PM	883426711601389568	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
2013-08-02 23:56:40	363418093344653312	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
3/11/12 7:33 AM	178745533404426240	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
5/9/19 10:04 PM	1126578815008854016	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
3/11/12 11:29 PM	178986037501108224	intial_training_set_coded_on_CH		0	1	4	awareness	NA	awareness	1
6/1/19 6:26 AM	1134677691758796800	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
2013-03-15 01:25:16	312358803670695936	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2015-08-27 01:28:58	636681772051353600	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2018-09-07 22:42:52	1038165729810554880	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
2018-09-13 19:20:48	1040289202263482368	reliability_testing_set2		0	1	4	awareness	NA	awareness	1
10/25/13 2:39 AM	393537203655016448	reliability_testing_set1		0	1	4	awareness	NA	awareness	1
Sun Apr 01 16:30:27 +0000 2018	980482535305240576	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Mar 26 16:09:13 +0000 2014	448854193554870272	basefrequency		0	1	4	awareness	NA	awareness	1
Mon May 25 20:58:25 +0000 2015	602941813226393600	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Oct 05 23:08:07 +0000 2018	1048349140000722944	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Feb 09 07:17:59 +0000 2017	829590150321668096	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Jul 08 14:29:37 +0000 2013	354245893626662912	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Jul 08 18:23:46 +0000 2018	1016025063907299328	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Aug 04 19:08:03 +0000 2019	1158092251379224576	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Aug 25 03:49:23 +0000 2017	900928063545815040	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Mar 27 16:11:37 +0000 2019	1110937427340943360	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Mar 21 15:42:09 +0000 2014	447035441540501504	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Feb 22 20:32:30 +0000 2018	966772708271730688	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Apr 24 22:30:37 +0000 2018	988908095635099648	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Dec 29 15:28:57 +0000 2018	1079036558471254016	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Oct 18 16:04:28 +0000 2013	391233326763479040	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Apr 02 20:19:33 +0000 2015	583725476855865344	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Feb 18 02:46:07 +0000 2018	965054794657247232	basefrequency		0	1	4	awareness	NA	awareness	1
Mon May 21 12:18:01 +0000 2018	998538402701201408	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Dec 06 14:30:07 +0000 2015	673509731974176768	basefrequency		0	1	0	awareness	NA	awareness	1
Sun Jan 18 02:13:03 +0000 2015	556635347610652672	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Mar 01 15:28:10 +0000 2018	969232835713302528	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Apr 22 05:05:30 +0000 2016	723377166042320896	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Nov 17 15:54:13 +0000 2015	666645523416285184	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Feb 06 20:39:53 +0000 2017	828704791236747264	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Nov 28 05:33:37 +0000 2018	1067652711871471616	basefrequency		0	1	4	awareness	NA	awareness	1
Thu May 01 12:11:29 +0000 2014	461840330065580032	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Sep 18 18:34:16 +0000 2019	1174391201816092672	basefrequency		0	1	4	awareness	NA	awareness	1
Mon May 09 21:24:26 +0000 2016	729784116183502848	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Aug 12 18:58:23 +0000 2014	499268679830618112	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Mar 09 04:04:17 +0000 2019	1104231404647469056	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Feb 27 16:59:31 +0000 2018	968531049499234304	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Mar 16 18:29:12 +0000 2020	1239619743147065344	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Mar 07 10:20:02 +0000 2019	1103601191533965312	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Sep 01 13:44:26 +0000 2015	638708999936831488	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Mar 21 17:50:26 +0000 2018	976516398712348672	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Nov 16 12:29:23 +0000 2018	1063408690026422272	basefrequency		0	1	4	awareness	NA	awareness	1
Thu May 17 20:18:24 +0000 2018	997209743193239552	basefrequency		0	1	4	awareness	NA	awareness	1
Sat May 11 15:11:52 +0000 2019	1127229843102289920	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Feb 29 04:44:43 +0000 2020	1233614047565606912	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Oct 10 19:52:46 +0000 2016	785568777148694528	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Jul 21 18:15:38 +0000 2016	756190915388116992	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Aug 01 22:19:37 +0000 2019	1157053297834045440	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Sep 03 14:09:57 +0000 2018	1036617296557404160	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Mar 05 16:41:57 +0000 2019	1102972528400580608	basefrequency		0	1	4	awareness	NA	awareness	1
Wed May 20 17:27:31 +0000 2015	601076801381789696	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Mar 27 13:48:16 +0000 2018	978629779414028288	basefrequency		0	1	4	awareness	NA	awareness	1
Fri Nov 25 17:01:13 +0000 2016	802195449365008384	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Nov 29 01:23:12 +0000 2017	935680509446942720	basefrequency		0	1	4	awareness	NA	awareness	1
Sun May 05 10:31:03 +0000 2019	1124984848375005184	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Sep 29 17:18:59 +0000 2018	1046086950485209088	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Jul 26 03:13:13 +0000 2015	625141795471683584	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Dec 14 02:26:42 +0000 2015	676226778785017856	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Nov 12 01:59:04 +0000 2019	1194072085347422208	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Jan 19 14:51:14 +0000 2016	689460109240434688	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Dec 02 03:15:21 +0000 2017	936795898935255040	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Aug 25 21:02:10 +0000 2014	504010872734646272	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Jul 28 18:27:22 +0000 2014	493825056460771328	basefrequency		0	1	4	awareness	NA	awareness	1
Sat Jan 05 02:36:15 +0000 2019	1081378816122064896	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Apr 28 00:21:01 +0000 2019	1122294613182644224	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Jan 28 23:35:20 +0000 2019	1090030597081260032	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Dec 31 10:50:01 +0000 2015	682514037880455168	basefrequency		0	1	4	awareness	NA	awareness	1
Tue Jan 28 18:28:08 +0000 2014	428233045355663360	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Jul 29 22:16:24 +0000 2018	1023693752408440832	basefrequency		0	1	4	awareness	NA	awareness	1
Thu Oct 08 11:14:14 +0000 2015	652079548675158016	basefrequency		0	1	4	awareness	NA	awareness	1
Mon Sep 15 17:58:35 +0000 2014	511574818333143040	basefrequency		0	1	4	awareness	NA	awareness	1
Wed Jun 17 14:48:40 +0000 2015	611183685447098368	basefrequency		0	1	4	awareness	NA	awareness	1
Sun Nov 29 06:26:26 +0000 2015	670851292605128704	basefrequency		0	1	4	awareness	NA	awareness	1
